20,24,28,32,36,40,44,48,52,56,60,64,68,72,76,80,84,88,92,96,100,
20,23.5075,27.0181,30.5347,34.0604,37.598,41.1504,44.7204,48.3106,51.9236,55.5617,59.2271,62.922,66.6482,70.4074,74.2011,78.0305,81.8967,85.8005,89.7426,93.7233,
20,23.0181,26.0423,29.0785,32.1327,35.2108,38.3184,41.4611,44.644,47.8723,51.1507,54.4837,57.8753,61.3294,64.8493,68.4379,72.0978,75.831,79.6393,83.5238,87.4852,
20,22.5347,25.0785,27.6403,30.2289,32.8531,35.5214,38.242,41.0227,43.8711,46.7943,49.7989,52.8911,56.0764,59.3599,62.746,66.2384,69.8404,73.5543,77.3819,81.3244,
20,22.0604,24.1327,26.2289,28.3607,30.5395,32.7767,35.0831,37.4691,39.9448,42.5194,45.2017,48,50.9216,53.9731,57.1604,60.4886,63.9617,67.583,71.3548,75.2786,
20,21.598,23.2108,24.8531,26.5395,28.2843,30.1012,32.0039,34.0051,36.1174,38.3522,40.7204,43.2322,45.8967,48.7221,51.7157,54.8837,58.2312,61.7622,65.4797,69.3853,
20,21.1504,22.3184,23.5214,24.7767,26.1012,27.5114,29.0232,30.6521,32.4125,34.3184,36.3826,38.6171,41.0328,43.6393,46.4454,49.4584,52.6843,56.1279,59.7927,63.6808,
20,20.7204,21.4611,22.242,23.0831,24.0039,25.0232,26.1596,27.4306,28.8531,30.443,32.2151,34.1832,36.3597,38.756,41.3819,44.2459,47.355,50.7147,54.329,58.2001,
20,20.3106,20.644,21.0227,21.4691,22.0051,22.6521,23.4306,24.3607,25.4611,26.7498,28.2436,29.9577,31.9065,34.1024,36.5566,39.2786,42.2764,45.5561,49.1221,52.9772,
20,19.9236,19.8723,19.8711,19.9448,20.1174,20.4125,20.8531,21.4611,22.2574,23.2617,24.4925,25.9668,27.7004,29.707,31.9991,34.5871,37.4797,40.6838,44.2043,48.0442,
20,19.5617,19.1507,18.7943,18.5194,18.3522,18.3184,18.443,18.7498,19.2617,20,20.9849,22.2351,23.7674,25.5971,27.7375,30.2001,32.9945,36.1279,39.6058,43.4315,
20,19.2271,18.4837,17.7989,17.2017,16.7204,16.3826,16.2151,16.2436,16.4925,16.9849,17.7426,18.7855,20.1318,21.7979,23.7981,26.1449,28.8483,31.9165,35.355,39.1675,
20,18.922,17.8753,16.8911,16,15.2322,14.6171,14.1832,13.9577,13.9668,14.2351,14.7855,15.6393,16.816,18.3328,20.2053,22.4463,25.0669,28.0755,31.4782,35.2786,
20,18.6482,17.3294,16.0764,14.9216,13.8967,13.0328,12.3597,11.9065,11.7004,11.7674,12.1318,12.816,13.8404,15.2234,16.9811,19.1273,21.6735,24.6286,27.9991,31.7888,
20,18.4074,16.8493,15.3599,13.9731,12.7221,11.6393,10.756,10.1024,9.707,9.59706,9.79787,10.3328,11.2234,12.4886,14.1454,16.2082,18.689,21.5971,24.9392,28.7195,
20,18.2011,16.4379,14.746,13.1604,11.7157,10.4454,9.38194,8.55658,7.99906,7.73748,7.79812,8.20526,8.98106,10.1454,11.7157,13.7071,16.1318,18.9996,22.3175,26.0896,
20,18.0305,16.0978,14.2384,12.4886,10.8837,9.45835,8.24595,7.27864,6.58706,6.20012,6.14488,6.44633,7.12728,8.2082,9.70707,11.6393,14.0177,16.8522,20.15,23.9155,
20,17.8967,15.831,13.8404,11.9617,10.2312,8.68426,7.35505,6.27642,5.4797,4.99445,4.84833,5.0669,5.67347,6.68896,8.13179,10.0177,12.3597,15.1681,18.4502,22.2104,
20,17.8005,15.6393,13.5543,11.583,9.76224,8.12791,6.71474,5.55611,4.68382,4.12791,3.91647,4.07547,4.62858,5.59706,6.9996,8.85221,11.1681,13.9577,17.2285,20.9849,
20,17.7426,15.5238,13.3819,11.3548,9.4797,7.79272,6.32897,5.12214,4.20432,3.60584,3.35505,3.47815,3.99906,4.93921,6.31748,8.15002,10.4502,13.2285,16.4925,20.2466,
20,17.7233,15.4852,13.3244,11.2786,9.38533,7.68076,6.20011,4.97718,4.04416,3.43146,3.16752,3.27864,3.78879,4.71948,6.08964,7.91548,10.2104,12.9849,16.2466,20,
20,24,28,32,36,40,44,48,52,56,60,64,68,72,76,80,84,88,92,96,100,
20,23.5313,27.0654,30.6053,34.1538,37.7137,41.2877,44.8784,48.4883,52.1199,55.7754,59.457,63.1666,66.906,70.6768,74.4804,78.318,82.1906,86.0991,90.044,94.0255,
20,23.0654,26.1366,29.2192,32.319,35.4415,38.5921,41.7761,44.9984,48.2638,51.577,54.9421,58.3631,61.8434,65.3864,68.9948,72.6711,76.4172,80.2347,84.1247,88.0878,
20,22.6053,25.2193,27.8504,30.507,33.1976,35.93,38.7123,41.5517,44.4556,47.4307,50.4833,53.6192,56.8438,60.1618,63.5774,67.0943,70.7154,74.443,78.2788,82.2236,
20,22.1539,24.3192,26.5072,28.7291,30.9958,33.318,35.706,38.1699,40.719,43.3623,46.1082,48.9645,51.938,55.0353,58.2618,61.6223,65.1207,68.76,72.5424,76.469,
20,21.714,23.442,25.1982,26.9963,28.8499,30.7723,32.7762,34.874,37.0773,39.3974,41.8444,44.428,47.157,50.0391,53.0812,56.2893,59.668,63.2212,66.9513,70.8594,
20,21.2883,22.5933,23.9317,25.3198,26.7738,28.3093,29.9415,31.6851,33.5539,35.5611,37.719,40.0389,42.5311,45.205,48.0688,51.1292,54.392,57.8615,61.5404,65.4295,
20,20.8797,21.7787,22.716,23.7106,24.7809,25.9451,27.2206,28.6242,30.1719,31.8788,33.7592,35.8259,38.091,40.565,43.2574,46.176,49.3273,52.7159,56.3443,60.2128,
20,20.4912,21.0039,21.5598,22.1801,22.8856,23.6966,24.6328,25.713,26.9553,28.3767,29.993,31.819,33.8679,36.1518,38.6811,41.4645,44.5091,47.8194,51.3975,55.2413,
20,20.1257,20.2753,20.4725,20.7407,21.1031,21.582,22.199,22.9752,23.9302,25.083,26.451,28.0505,29.8961,32.001,34.3765,37.0322,39.9751,43.2094,46.7352,50.5458,
20,19.7871,19.6002,19.4651,19.4072,19.4517,19.6228,19.9442,20.4386,21.1276,22.0315,23.1694,24.559,26.216,28.1548,30.3873,32.9233,35.7696,38.9284,42.3955,46.1552,
20,19.4805,18.9888,18.5527,18.1996,17.9561,17.8486,17.9022,18.1415,18.5894,19.2679,20.1974,21.3967,22.8826,24.6703,26.772,29.1971,31.9507,35.0308,38.4242,42.0966,
20,19.2137,18.4569,17.7589,17.1488,16.6548,16.3048,16.1255,16.1427,16.3808,16.8631,17.6111,18.6445,19.9809,21.6357,23.621,25.9443,28.6065,31.5969,34.8836,38.395,
20,19.0003,18.0315,17.1241,16.3084,15.6141,15.0702,14.7045,14.5441,14.6145,14.9397,15.5421,16.4421,17.6576,19.2034,21.0898,23.3204,25.887,28.7604,31.8714,35.0732,
20,18.8657,17.763,16.7234,15.778,14.9572,14.2908,13.8075,13.5349,13.4991,13.7247,14.2345,15.0487,16.1846,17.6551,19.4663,21.6125,24.0673,26.7637,29.5577,32.1516,
20,18.8583,17.7484,16.7016,15.7491,14.9215,14.2484,13.7585,13.4795,13.4374,13.6565,14.159,14.9639,16.0863,17.5344,19.3049,21.3733,23.6754,26.0692,28.2598,29.6484,
20,19.0742,18.1787,17.3437,16.5991,15.974,15.4969,15.1952,15.0952,15.2215,15.5969,16.2412,17.1705,18.3941,19.91,21.6956,23.6881,25.7476,27.581,28.5919,27.579,
